frame_id,steering_angle
1479424215935744028,0.020280465
1479424215985964663,-0.032471217
1479424216035468115,-0.037949957
1479424216085749005,-0.001269136
1479424216137502755,-0.001269136
1479424216184711490,0.054827046
1479424216234848019,0.0677639
1479424216284795247,0.14496285
1479424216335154483,0.083448514
1479424216384937452,0.06219911
1479424216434979406,0.03725496
1479424216484793288,0.0069456776
1479424216534932465,-0.001269136
1479424216584965256,-0.001269136
1479424216634893833,-0.001269136
1479424216684844433,0.019454429
1479424216734979719,0.0798194
1479424216785186447,0.061655574
1479424216835076923,0.0010249246
1479424216885486180,-0.008524256
1479424216935024914,-0.035914782
1479424216984929530,-0.011849639
1479424217034917866,0.0123040145
1479424217084973257,0.048991658
1479424217135210170,0.031703092
1479424217185033558,0.005752653
1479424217234858569,-0.022085201
1479424217285081930,-0.011182957
1479424217334994439,0.0002587525
1479424217385226748,0.013633315
1479424217435161859,0.010121497
1479424217484970812,-0.001269136
1479424217535064363,-0.001269136
1479424217585168741,-0.001269136
1479424217635085443,0.017182738
1479424217684994816,0.03349149
1479424217738403141,0.073532194
1479424217785192453,0.107811615
1479424217835084284,0.10097749
1479424217885513224,0.010710081
1479424217934987312,-0.059275698
1479424217985337344,-0.044563487
1479424218035390994,-0.001269136
1479424218085001837,0.048545357
1479424218134987477,0.06785418
1479424218185100794,0.05886101
1479424218235122071,0.05876072
1479424218284877023,0.019616632
1479424218335464666,-0.009052791
1479424218384906571,-0.001269136
1479424218434918059,0.016024765
1479424218485035327,0.016133366
1479424218535226794,0.025598748
1479424218585503654,0.01747949
1479424218635122927,0.01612339
1479424218685087887,0.016827848
1479424218735262308,-0.001269136
1479424218785139731,-0.001269136
1479424218835090676,-0.021954458
1479424218885094304,-0.001269136
1479424218935148147,-0.001269136
1479424218985309093,-0.001269136
1479424219035276153,-0.001269136
1479424219085330924,-0.001269136
1479424219135191550,-0.001269136
1479424219185345922,-0.001269136
1479424219235453849,0.0021675609
1479424219285392797,0.010186034
1479424219335551976,0.006983105
1479424219385493187,0.0022829454
1479424219435588896,0.0075848973
1479424219485669815,0.010024598
1479424219535540415,0.005166787
1479424219585535058,0.010447681
1479424219635615391,0.0060367654
1479424219685599059,-0.001269136
1479424219735527248,-0.001269136
1479424219785565172,-0.001269136
1479424219835540611,-0.001269136
1479424219886612002,0.01202588
1479424219935719325,0.010680414
1479424219985696775,0.012038121
1479424220035704535,0.015385935
1479424220086220556,-0.001269136
1479424220135847380,0.00447
1479424220185685888,0.004822229
1479424220235684556,0.0066786213
1479424220285714375,0.0068269093
1479424220335679494,-0.001269136
1479424220385639337,-0.001269136
1479424220435602806,-0.001269136
1479424220486617793,0.009335701
1479424220535559769,0.01185009
1479424220585548820,0.008044415
1479424220635491809,-0.001269136
1479424220687348095,-0.001269136
1479424220735564674,-0.001269136
1479424220785594556,0.014871208
1479424220835498366,0.016269773
1479424220885539667,0.007831997
1479424220935585313,-0.001269136
1479424220985432524,-0.011030188
1479424221035583333,-0.001269136
1479424221085536755,-0.001269136
1479424221135473779,0.0035051245
1479424221185567342,0.010789821
1479424221235557579,-0.001269136
1479424221285674484,-0.001269136
1479424221335616924,-0.001269136
1479424221385688930,-0.001269136
1479424221435723473,-0.001269136
1479424221485740041,-0.001269136
1479424221535641210,-0.001269136
1479424221585839750,-0.001269136
1479424221635859085,-0.001269136
1479424221685669264,-0.001269136
1479424221735715457,-0.001269136
1479424221785726766,-0.001269136
1479424221835664264,0.005991647
1479424221886325196,0.0062334617
1479424221935714011,-0.001269136
1479424221985858002,-0.001269136
1479424222035874304,-0.019960517
1479424222085862467,-0.01824032
1479424222135925755,-0.001269136
1479424222185838408,-0.001269136
1479424222235822912,0.0088149635
1479424222286278810,0.011163175
1479424222335831238,0.0027819076
1479424222385722265,-0.001269136
1479424222435867624,-0.001269136
1479424222487702175,-0.001269136
1479424222535970088,-0.001269136
1479424222585902878,-0.001269136
1479424222635924917,0.00646846
1479424222685723137,0.011496641
1479424222738328122,0.03235184
1479424222785791433,0.013394705
1479424222833878684,0.008413066
1479424222884295047,0.009520472
1479424222936208973,0.008676069
1479424222986489922,0.011489613
1479424223035812304,-0.001269136
1479424223085998779,-0.001269136
1479424223135956366,0.007269838
1479424223185975874,0.016868923
1479424223235959059,0.016408546
1479424223283845276,0.012171968
1479424223335388763,-0.001269136
1479424223385315910,0.016455177
1479424223435515222,-0.001269136
1479424223485365741,0.020151632
1479424223535991515,0.01927756
1479424223584363839,-0.001269136
1479424223636030619,-0.001269136
1479424223685799150,-0.001269136
1479424223736064867,-0.001269136
1479424223785919410,-0.042635407
1479424223835769992,-0.055416953
1479424223886016962,-0.032845333
1479424223935950629,-0.014327158
1479424223986150028,0.016506942
1479424224036094262,0.030099269
1479424224086106241,0.06263153
1479424224135998921,0.05827204
1479424224186252547,0.019436708
1479424224236098107,-0.001269136
1479424224286917803,-0.001269136
1479424224336294610,-0.001269136
1479424224386254484,0.017914163
1479424224436477204,0.008979398
1479424224486666111,-0.00657413
1479424224536066170,-0.00521572
1479424224586182345,0.011918065
1479424224636208518,0.06535171
1479424224686591211,0.077800885
1479424224736102576,0.03238773
1479424224786123524,0.0130930105
1479424224836134441,-0.023385065
1479424224887092653,-0.001269136
1479424224936618456,-0.001269136
1479424224986184182,0.009374943
1479424225036579314,0.030818194
1479424225086386849,0.06623217
1479424225136234266,0.037131783
1479424225186229196,0.01399373
1479424225236225247,0.0119350925
1479424225287261664,-0.004015052
1479424225336170393,-0.001269136
1479424225386312062,0.03347508
1479424225436103156,0.06333691
1479424225486087152,0.044765767
1479424225536195675,0.02444644
1479424225586246306,0.027364518
1479424225636167642,0.04358694
1479424225686166370,0.12981461
1479424225736230689,0.08835746
1479424225786454937,0.06010861
1479424225836239713,0.027757581
1479424225886309311,0.018614227
1479424225936463176,0.05884446
1479424225986792749,0.12606952
1479424226036205665,0.12822208
1479424226086186743,0.10339155
1479424226136401901,0.05959866
1479424226186344061,0.07218893
1479424226236251827,0.07656652
1479424226286316119,0.06795178
1479424226336335099,0.09295506
1479424226386369235,0.07037342
1479424226436254249,0.08436389
1479424226486346621,0.092292175
1479424226536273038,0.08505443
1479424226586411152,0.093839854
1479424226636419276,0.11220529
1479424226686359862,0.13043785
1479424226736521392,0.1043072
1479424226786331729,0.07561856
1479424226836552760,0.053252272
1479424226886304262,0.058220092
1479424226938676239,0.0605661
1479424226986368563,0.07294606
1479424227036367899,0.052769322
1479424227086521007,0.08202872
1479424227136341006,0.07183562
1479424227184419726,0.08676974
1479424227235964327,0.079471394
1479424227285769875,0.05642188
1479424227335856607,0.08090115
1479424227386290404,0.06129478
1479424227436543853,0.05473527
1479424227486060835,0.06656165
1479424227536259917,0.06363839
1479424227586233513,0.05928882
1479424227636073083,0.06050454
1479424227686318812,0.062157694
1479424227736219089,0.07865841
1479424227786160119,0.0901798
1479424227836859079,0.08421928
1479424227886150509,0.060208876
1479424227936236051,0.065783635
1479424227986397025,0.063386366
1479424228036301328,0.06490681
1479424228086358991,0.07891977
1479424228136314677,0.108050905
1479424228186257842,0.10883323
1479424228236254429,0.1047556
1479424228286602925,0.10358367
1479424228336248509,0.088808335
1479424228386309938,0.07222702
1479424228436317986,0.08559063
1479424228486419939,0.09222105
1479424228536562980,0.048586566
1479424228586522475,0.1006675
1479424228636500682,0.10951959
1479424228686222472,0.10677402
1479424228736369215,0.08404094
1479424228784863060,0.050871704
1479424228834853789,0.07713551
1479424228886866350,0.09535258
1479424228936332796,0.12869084
1479424228987008126,0.14028312
1479424229036497761,0.10944568
1479424229086316780,0.089355215
1479424229136475595,0.067852445
1479424229186407895,0.07516243
1479424229236523271,0.0934606
1479424229286682018,0.109019905
1479424229336438518,0.1010735
1479424229386643482,0.10817618
1479424229436503954,0.11895738
1479424229486521026,0.10165807
1479424229536655826,0.098022304
1479424229586669156,0.102033764
1479424229636711176,0.102800585
1479424229686498568,0.10386581
1479424229736549849,0.08790108
1479424229786590692,0.09595682
1479424229836583121,0.09662334
1479424229886570112,0.09791784
1479424229936592078,0.101771615
1479424229986675966,0.10561807
1479424230036595311,0.12298236
1479424230086740580,0.10923745
1479424230136702398,0.10863464
1479424230186668306,0.11160063
1479424230235950516,0.10897671
1479424230286663668,0.10976281
1479424230336695395,0.103593506
1479424230386764474,0.10435785
1479424230436619692,0.08976396
1479424230486654520,0.103583075
1479424230536628584,0.131654
1479424230586921805,0.123463996
1479424230636603628,0.1103622
1479424230686635969,0.10640342
1479424230737249580,0.09908007
1479424230788225618,0.06641419
1479424230836642967,0.08494385
1479424230886853699,0.0968802
1479424230936815285,0.102934495
1479424230986709664,0.10820112
1479424231038033246,0.103782594
1479424231086775847,0.105143264
1479424231136825326,0.11093022
1479424231186667839,0.10823253
1479424231236960070,0.10721132
1479424231286949761,0.08453276
1479424231339494938,0.08442748
1479424231389953340,0.10550609
1479424231436931524,0.10670263
1479424231487666298,0.107895926
1479424231537036105,0.10943757
1479424231587500167,0.1028055
1479424231636770257,0.09086069
1479424231686802710,0.08962868
1479424231736893219,0.07557268
1479424231786926520,0.050110914
1479424231836992296,0.060221873
1479424231886974239,0.06431279
1479424231937694786,0.081296474
1479424231987707415,0.099720225
1479424232037773408,0.099456586
1479424232088232997,0.095023446
1479424232137662267,0.06548192
1479424232188075513,0.057667725
1479424232237780064,0.06688871
1479424232287968823,0.06384867
1479424232337669638,0.067367636
1479424232387703548,0.09968618
1479424232437630301,0.10626061
1479424232487594832,0.10682524
1479424232537559746,0.10800001
1479424232587562737,0.10806186
1479424232637584443,0.10691868
1479424232687587173,0.09632425
1479424232737597626,0.10046842
1479424232787672894,0.07009205
1479424232837656422,0.07258894
1479424232887718920,0.10537776
1479424232937755523,0.08370291
1479424232987726119,0.09854382
1479424233037612620,0.09359727
1479424233087462143,0.0938683
1479424233138657511,0.10189909
1479424233187735589,0.10582953
1479424233238439707,0.09643547
1479424233288533772,0.10047992
1479424233337723407,0.1032622
1479424233387736899,0.108051814
1479424233437655974,0.10530605
1479424233488598826,0.09780828
1479424233537815052,0.09712707
1479424233588542843,0.09893257
1479424233637742815,0.10004948
1479424233687779200,0.067421906
1479424233737770424,0.064311005
1479424233788015062,0.08022043
1479424233837952727,0.07129588
1479424233887793212,0.0881879
1479424233935776074,0.08956522
1479424233988636567,0.085154384
1479424234038662375,0.06753735
1479424234088867694,0.084278606
1479424234138744822,0.08900417
1479424234188727909,0.082529366
1479424234238800779,0.06017081
1479424234288610188,0.07291406
1479424234338847452,0.094740026
1479424234389267800,0.09286459
1479424234438775999,0.07390008
1479424234488913688,0.08210294
1479424234538992113,0.089683555
1479424234589751013,0.10528997
1479424234638776405,0.10560867
1479424234689008288,0.119409844
1479424234739598233,0.106880836
1479424234789837297,0.10132579
1479424234838706736,0.10403824
1479424234888846342,0.07977748
1479424234939705046,0.09223983
1479424234988909643,0.097061604
1479424235038932471,0.10242937
1479424235089652156,0.11034785
1479424235139007422,0.14554088
1479424235188906113,0.12964159
1479424235238614151,0.114966795
1479424235287994575,0.09790134
1479424235337934498,0.11480924
1479424235387989558,0.10493591
1479424235437874772,0.10604728
1479424235487988261,0.09982147
1479424235537894211,0.10352048
1479424235588023781,0.108356416
1479424235638281478,0.14266925
1479424235687960563,0.17171597
1479424235737879770,0.13207844
1479424235787994291,0.11064005
1479424235838176094,0.087574884
1479424235888881403,0.077261195
